record_id,building_id,building_name,building_type,timestamp,electricity_kwh,water_m3,hvac_kwh,cooling_load_kwh,chilled_water_supply_temp_c,chilled_water_return_temp_c,environment_temp_c,humidity_rh,occupancy_density_per_100m2,equipment_id,equipment_status
R02423,BLD-C,图书信息楼C,library,2026-03-17 18:00:00,328.3,9.08,105.61,341.56,6.0,11.5,12.4,55.9,90.7,CT-C-03,normal
R02424,BLD-C,图书信息楼C,library,2026-03-17 21:00:00,326.55,9.04,105.29,328.0,6.3,10.9,8.9,49.8,7.3,CT-C-03,normal
R02425,BLD-D,科研实验楼D,lab,2026-03-17 00:00:00,354.62,11.07,117.55,377.5,7.0,11.1,8.9,43.5,13.1,FCU-D-04,normal
R02426,BLD-D,科研实验楼D,lab,2026-03-17 03:00:00,347.29,10.81,114.36,343.53,6.5,12.4,6.6,39.8,9.7,FCU-D-04,normal
R02427,BLD-D,科研实验楼D,lab,2026-03-17 06:00:00,413.15,11.61,138.01,413.4,7.2,12.6,9.0,41.1,56.8,FCU-D-04,normal
R02428,BLD-D,科研实验楼D,lab,2026-03-17 09:00:00,434.84,11.52,143.49,415.66,7.3,12.7,11.4,45.0,77.5,FCU-D-04,normal
R02429,BLD-D,科研实验楼D,lab,2026-03-17 12:00:00,439.52,11.96,146.42,450.88,6.0,11.4,15.8,48.7,86.4,FCU-D-04,normal
R02430,BLD-D,科研实验楼D,lab,2026-03-17 15:00:00,414.97,11.81,137.82,437.55,6.7,11.9,17.5,57.0,95,FCU-D-04,normal
R02431,BLD-D,科研实验楼D,lab,2026-03-17 18:00:00,370.13,11.49,123.34,349.28,6.3,12.3,14.4,52.3,95,FCU-D-04,normal
R02432,BLD-D,科研实验楼D,lab,2026-03-17 21:00:00,338.94,10.82,111.64,343.98,7.5,12.4,8.3,45.3,13.8,FCU-D-04,normal
R02433,BLD-A,综合教学楼A,teaching,2026-03-18 00:00:00,264.5,9.63,88.05,261.18,7.4,12.6,7.4,47.3,3.0,AHU-A-01,normal
R02434,BLD-A,综合教学楼A,teaching,2026-03-18 03:00:00,257.69,9.52,85.54,243.54,6.8,12.1,7.4,49.0,6.8,AHU-A-01,normal
R02435,BLD-A,综合教学楼A,teaching,2026-03-18 06:00:00,286.02,9.94,95.58,294.25,7.3,12.7,10.1,54.9,39.1,AHU-A-01,normal
R02436,BLD-A,综合教学楼A,teaching,2026-03-18 09:00:00,420.46,10.23,128.08,321.38,6.2,11.6,12.2,46.0,50.2,AHU-A-01,abnormal
R02437,BLD-A,综合教学楼A,teaching,2026-03-18 12:00:00,284.94,9.78,93.86,287.47,7.0,11.7,14.6,57.7,64.2,AHU-A-01,normal
R02438,BLD-A,综合教学楼A,teaching,2026-03-18 15:00:00,312.54,10.33,104.39,318.34,7.1,11.8,16.4,57.0,65.6,AHU-A-01,normal
R02439,BLD-A,综合教学楼A,teaching,2026-03-18 18:00:00,265.53,9.78,88.4,259.21,7.0,12.3,12.5,46.1,83.6,AHU-A-01,normal
R02440,BLD-A,综合教学楼A,teaching,2026-03-18 21:00:00,250.32,9.61,83.3,255.22,7.4,11.6,10.7,49.5,4.4,AHU-A-01,normal
R02441,BLD-B,行政办公楼B,office,2026-03-18 00:00:00,211.85,7.41,68.95,219.01,6.2,11.5,7.9,46.4,6.9,CH-B-02,normal
R02442,BLD-B,行政办公楼B,office,2026-03-18 03:00:00,236.1,7.72,77.67,225.96,6.6,11.4,6.9,50.4,5.4,CH-B-02,normal
R02443,BLD-B,行政办公楼B,office,2026-03-18 06:00:00,229.16,7.61,74.83,216.8,6.1,11.3,10.0,42.5,49.7,CH-B-02,normal
R02444,BLD-B,行政办公楼B,office,2026-03-18 09:00:00,283.91,8.2,93.5,275.75,7.3,11.0,13.7,45.7,64.7,CH-B-02,normal
R02445,BLD-B,行政办公楼B,office,2026-03-18 12:00:00,246.96,7.85,80.42,241.04,7.0,11.6,16.1,45.8,77.1,CH-B-02,normal
R02446,BLD-B,行政办公楼B,office,2026-03-18 15:00:00,278.24,8.23,91.71,278.29,6.4,11.2,15.4,52.4,87.9,CH-B-02,normal
R02447,BLD-B,行政办公楼B,office,2026-03-18 18:00:00,209.88,7.57,68.42,196.85,7.4,11.4,14.5,49.6,86.0,CH-B-02,normal
R02448,BLD-B,行政办公楼B,office,2026-03-18 21:00:00,235.45,7.88,77.83,244.12,7.5,12.0,10.0,53.9,7.3,CH-B-02,normal
R02449,BLD-C,图书信息楼C,library,2026-03-18 00:00:00,301.06,8.76,96.36,275.28,6.9,12.0,9.7,52.8,11.3,CT-C-03,normal
R02450,BLD-C,图书信息楼C,library,2026-03-18 03:00:00,299.07,8.6,95.26,278.25,7.0,12.6,7.4,39.8,11.8,CT-C-03,normal
R02451,BLD-C,图书信息楼C,library,2026-03-18 06:00:00,347.27,9.14,111.88,339.98,6.1,11.8,9.8,42.8,53.7,CT-C-03,normal
R02452,BLD-C,图书信息楼C,library,2026-03-18 09:00:00,358.11,9.02,113.77,342.1,6.1,11.6,12.5,51.1,57.5,CT-C-03,normal
R02453,BLD-C,图书信息楼C,library,2026-03-18 12:00:00,381.33,9.43,122.55,367.8,7.4,11.1,14.8,52.1,71.3,CT-C-03,normal
R02454,BLD-C,图书信息楼C,library,2026-03-18 15:00:00,365.71,9.43,117.55,376.44,7.2,11.9,17.3,48.5,84.8,CT-C-03,normal
R02455,BLD-C,图书信息楼C,library,2026-03-18 18:00:00,314.03,9.05,100.93,303.02,7.2,11.9,14.6,53.8,95,CT-C-03,normal
R02456,BLD-C,图书信息楼C,library,2026-03-18 21:00:00,301.31,8.72,96.31,295.4,6.5,12.3,8.9,47.9,7.4,CT-C-03,normal
R02457,BLD-D,科研实验楼D,lab,2026-03-18 00:00:00,359.24,11.15,119.27,364.2,6.1,11.0,9.0,50.2,9.5,FCU-D-04,normal
R02458,BLD-D,科研实验楼D,lab,2026-03-18 03:00:00,353.54,11.05,117.13,370.06,6.9,11.3,8.8,43.5,11.7,FCU-D-04,normal
R02459,BLD-D,科研实验楼D,lab,2026-03-18 06:00:00,491.42,11.25,148.9,374.4,7.3,12.4,9.2,53.6,63.2,FCU-D-04,abnormal
R02460,BLD-D,科研实验楼D,lab,2026-03-18 09:00:00,486.51,12.16,162.72,465.43,6.8,11.2,12.0,46.8,65.5,FCU-D-04,normal
R02461,BLD-D,科研实验楼D,lab,2026-03-18 12:00:00,404.41,11.56,133.57,411.17,6.8,12.1,16.2,46.1,84.9,FCU-D-04,normal
R02462,BLD-D,科研实验楼D,lab,2026-03-18 15:00:00,399.91,11.61,132.24,386.9,6.4,11.8,17.4,55.5,88.3,FCU-D-04,normal
R02463,BLD-D,科研实验楼D,lab,2026-03-18 18:00:00,352.57,11.13,116.55,354.36,6.2,11.7,13.0,44.9,95,FCU-D-04,normal
R02464,BLD-D,科研实验楼D,lab,2026-03-18 21:00:00,344.19,11.07,114.07,322.16,6.2,12.1,10.7,49.9,10.0,FCU-D-04,normal
R02465,BLD-A,综合教学楼A,teaching,2026-03-19 00:00:00,239.53,9.23,78.87,253.46,7.0,11.3,7.6,42.2,3.3,AHU-A-01,normal
R02466,BLD-A,综合教学楼A,teaching,2026-03-19 03:00:00,267.5,9.64,89.09,255.98,7.3,11.4,6.9,45.8,7.3,AHU-A-01,normal
R02467,BLD-A,综合教学楼A,teaching,2026-03-19 06:00:00,251.88,9.38,82.95,237.16,6.5,11.0,9.8,51.7,35.4,AHU-A-01,normal
R02468,BLD-A,综合教学楼A,teaching,2026-03-19 09:00:00,302.82,9.87,100.0,296.47,7.2,11.3,12.2,52.1,58.3,AHU-A-01,normal
R02469,BLD-A,综合教学楼A,teaching,2026-03-19 12:00:00,292.1,10.04,96.89,277.12,6.8,11.2,16.6,50.6,70.3,AHU-A-01,normal
R02470,BLD-A,综合教学楼A,teaching,2026-03-19 15:00:00,278.06,9.76,91.54,274.11,7.3,12.2,15.7,47.3,75.3,AHU-A-01,normal
R02471,BLD-A,综合教学楼A,teaching,2026-03-19 18:00:00,249.14,9.64,82.65,262.95,6.2,12.3,14.4,49.4,85.9,AHU-A-01,normal
R02472,BLD-A,综合教学楼A,teaching,2026-03-19 21:00:00,234.51,9.28,77.34,245.44,7.1,12.5,9.8,51.9,4.3,AHU-A-01,normal
R02473,BLD-B,行政办公楼B,office,2026-03-19 00:00:00,225.17,7.6,73.78,232.9,6.3,11.1,7.7,41.7,7.8,CH-B-02,normal
R02474,BLD-B,行政办公楼B,office,2026-03-19 03:00:00,228.92,7.65,75.15,223.57,7.3,12.5,7.7,44.5,7.8,CH-B-02,normal
R02475,BLD-B,行政办公楼B,office,2026-03-19 06:00:00,237.61,7.75,77.95,232.37,7.1,12.7,10.3,51.8,56.0,CH-B-02,normal
R02476,BLD-B,行政办公楼B,office,2026-03-19 09:00:00,285.13,8.1,93.62,275.93,6.4,12.3,11.8,47.8,57.0,CH-B-02,normal
R02477,BLD-B,行政办公楼B,office,2026-03-19 12:00:00,275.0,8.18,90.5,292.44,7.0,12.0,15.2,50.8,68.8,CH-B-02,normal
R02478,BLD-B,行政办公楼B,office,2026-03-19 15:00:00,254.76,7.95,83.25,257.39,6.6,11.8,16.0,51.0,71.7,CH-B-02,normal
R02479,BLD-B,行政办公楼B,office,2026-03-19 18:00:00,218.22,7.61,71.24,204.41,6.4,11.2,12.9,44.9,95,CH-B-02,normal
R02480,BLD-B,行政办公楼B,office,2026-03-19 21:00:00,221.15,7.61,72.49,214.89,7.0,12.2,9.1,42.3,9.1,CH-B-02,normal
R02481,BLD-C,图书信息楼C,library,2026-03-19 00:00:00,294.73,8.59,93.85,289.74,7.4,11.9,8.2,49.2,11.3,CT-C-03,normal
R02482,BLD-C,图书信息楼C,library,2026-03-19 03:00:00,334.08,9.06,107.79,337.46,7.4,11.2,7.8,52.8,10.1,CT-C-03,normal
R02483,BLD-C,图书信息楼C,library,2026-03-19 06:00:00,416.79,8.82,121.65,306.67,7.0,11.4,8.7,51.6,48.5,CT-C-03,abnormal
R02484,BLD-C,图书信息楼C,library,2026-03-19 09:00:00,377.97,9.2,120.75,389.48,7.5,12.7,12.1,45.8,59.9,CT-C-03,normal
R02485,BLD-C,图书信息楼C,library,2026-03-19 12:00:00,340.63,9.11,108.53,330.3,6.3,11.4,16.9,50.9,69.0,CT-C-03,normal
R02486,BLD-C,图书信息楼C,library,2026-03-19 15:00:00,378.18,9.49,121.72,347.28,7.3,12.5,16.1,56.6,82.8,CT-C-03,normal
R02487,BLD-C,图书信息楼C,library,2026-03-19 18:00:00,304.21,8.87,97.29,289.47,6.7,12.3,13.8,48.9,95,CT-C-03,normal
R02488,BLD-C,图书信息楼C,library,2026-03-19 21:00:00,300.7,8.82,96.42,290.26,6.9,12.6,10.8,45.3,8.7,CT-C-03,normal
R02489,BLD-D,科研实验楼D,lab,2026-03-19 00:00:00,346.04,11.0,114.5,353.47,7.4,11.6,9.5,51.5,13.5,FCU-D-04,normal
R02490,BLD-D,科研实验楼D,lab,2026-03-19 03:00:00,363.94,11.07,120.63,360.1,7.4,12.0,7.2,45.7,13.3,FCU-D-04,normal
R02491,BLD-D,科研实验楼D,lab,2026-03-19 06:00:00,416.31,11.68,139.24,409.07,6.1,11.6,9.3,41.4,57.8,FCU-D-04,normal
R02492,BLD-D,科研实验楼D,lab,2026-03-19 09:00:00,454.8,11.84,151.15,485.0,7.4,12.6,12.5,55.5,74.8,FCU-D-04,normal
R02493,BLD-D,科研实验楼D,lab,2026-03-19 12:00:00,406.09,11.5,133.94,411.25,6.5,12.7,15.3,49.5,88.7,FCU-D-04,normal
R02494,BLD-D,科研实验楼D,lab,2026-03-19 15:00:00,412.92,11.74,136.93,435.23,6.4,11.8,17.0,57.7,88.8,FCU-D-04,normal
R02495,BLD-D,科研实验楼D,lab,2026-03-19 18:00:00,337.67,11.08,111.48,360.59,6.4,11.6,14.9,49.6,95,FCU-D-04,normal
R02496,BLD-D,科研实验楼D,lab,2026-03-19 21:00:00,339.91,11.01,112.51,348.02,6.9,11.4,10.8,55.5,13.8,FCU-D-04,normal
R02497,BLD-A,综合教学楼A,teaching,2026-03-20 00:00:00,263.45,9.78,88.02,259.94,6.5,12.3,9.9,52.4,4.5,AHU-A-01,normal
R02498,BLD-A,综合教学楼A,teaching,2026-03-20 03:00:00,261.88,9.55,87.01,253.64,7.4,12.2,6.9,41.9,6.9,AHU-A-01,normal
R02499,BLD-A,综合教学楼A,teaching,2026-03-20 06:00:00,277.39,9.68,92.12,296.15,7.2,12.6,8.3,49.4,35.2,AHU-A-01,normal
R02500,BLD-A,综合教学楼A,teaching,2026-03-20 09:00:00,299.8,9.82,98.87,282.65,7.4,11.4,12.1,47.6,53.4,AHU-A-01,normal
R02501,BLD-A,综合教学楼A,teaching,2026-03-20 12:00:00,295.7,9.98,97.93,313.02,6.6,12.6,15.1,58.1,59.0,AHU-A-01,normal
R02502,BLD-A,综合教学楼A,teaching,2026-03-20 15:00:00,278.28,9.91,92.0,285.65,6.1,11.8,17.7,58.2,76.2,AHU-A-01,normal
R02503,BLD-A,综合教学楼A,teaching,2026-03-20 18:00:00,238.51,9.45,78.72,222.82,6.8,12.4,14.3,53.1,89.7,AHU-A-01,normal
R02504,BLD-A,综合教学楼A,teaching,2026-03-20 21:00:00,255.08,9.71,85.08,256.11,6.9,11.7,10.9,44.7,5.2,AHU-A-01,normal
R02505,BLD-B,行政办公楼B,office,2026-03-20 00:00:00,215.96,7.5,70.53,225.87,7.0,11.0,8.5,46.5,5.6,CH-B-02,normal
R02506,BLD-B,行政办公楼B,office,2026-03-20 03:00:00,232.27,7.75,76.49,245.65,6.1,12.7,8.6,51.4,9.1,CH-B-02,normal
R02507,BLD-B,行政办公楼B,office,2026-03-20 06:00:00,318.37,7.84,95.76,222.4,6.2,12.5,9.1,49.6,40.8,CH-B-02,abnormal
R02508,BLD-B,行政办公楼B,office,2026-03-20 09:00:00,267.64,7.9,87.31,270.51,7.4,11.1,12.2,46.9,56.3,CH-B-02,normal
R02509,BLD-B,行政办公楼B,office,2026-03-20 12:00:00,263.05,7.99,86.07,247.18,7.4,12.3,14.8,57.9,73.5,CH-B-02,normal
R02510,BLD-B,行政办公楼B,office,2026-03-20 15:00:00,265.45,8.16,87.32,279.55,6.3,11.3,17.0,47.1,89.4,CH-B-02,normal
R02511,BLD-B,行政办公楼B,office,2026-03-20 18:00:00,219.06,7.7,71.74,207.6,7.1,12.0,14.3,46.2,95,CH-B-02,normal
R02512,BLD-B,行政办公楼B,office,2026-03-20 21:00:00,230.96,7.76,76.09,225.56,7.1,12.7,9.2,52.4,8.9,CH-B-02,normal
R02513,BLD-C,图书信息楼C,library,2026-03-20 00:00:00,325.88,9.01,105.0,306.46,6.3,12.1,8.6,49.2,8.1,CT-C-03,normal
R02514,BLD-C,图书信息楼C,library,2026-03-20 03:00:00,305.87,8.76,97.88,297.5,6.9,10.9,8.6,49.8,8.0,CT-C-03,normal
R02515,BLD-C,图书信息楼C,library,2026-03-20 06:00:00,331.39,8.91,106.1,336.27,7.2,11.3,9.1,50.1,63.1,CT-C-03,normal
R02516,BLD-C,图书信息楼C,library,2026-03-20 09:00:00,381.62,9.26,122.09,368.38,6.1,11.0,12.3,49.7,75.0,CT-C-03,normal
R02517,BLD-C,图书信息楼C,library,2026-03-20 12:00:00,332.2,9.03,105.58,332.68,6.2,11.9,17.1,48.6,78.9,CT-C-03,normal
R02518,BLD-C,图书信息楼C,library,2026-03-20 15:00:00,380.18,9.51,122.43,370.52,6.2,11.1,16.1,50.6,80.3,CT-C-03,normal
R02519,BLD-C,图书信息楼C,library,2026-03-20 18:00:00,325.73,9.18,105.04,338.7,7.0,12.1,14.3,57.7,93.0,CT-C-03,normal
R02520,BLD-C,图书信息楼C,library,2026-03-20 21:00:00,287.51,8.56,91.45,290.22,6.7,12.2,9.2,52.5,10.3,CT-C-03,normal
R02521,BLD-D,科研实验楼D,lab,2026-03-20 00:00:00,382.98,11.42,127.91,378.13,7.1,11.1,8.4,50.8,11.4,FCU-D-04,normal
R02522,BLD-D,科研实验楼D,lab,2026-03-20 03:00:00,395.33,11.5,132.24,381.41,7.4,12.6,7.3,42.1,12.5,FCU-D-04,normal
R02523,BLD-D,科研实验楼D,lab,2026-03-20 06:00:00,396.66,11.44,132.04,427.64,6.5,12.8,9.5,51.2,59.3,FCU-D-04,normal
R02524,BLD-D,科研实验楼D,lab,2026-03-20 09:00:00,447.07,11.87,148.66,462.0,7.3,11.2,13.8,53.7,76.5,FCU-D-04,normal
R02525,BLD-D,科研实验楼D,lab,2026-03-20 12:00:00,412.67,11.74,136.87,421.48,7.5,11.3,17.1,51.2,89.8,FCU-D-04,normal
R02526,BLD-D,科研实验楼D,lab,2026-03-20 15:00:00,440.94,12.12,147.35,464.45,6.7,12.4,17.3,49.5,95,FCU-D-04,normal
R02527,BLD-D,科研实验楼D,lab,2026-03-20 18:00:00,376.3,11.45,125.28,389.28,6.7,11.1,12.9,50.5,95,FCU-D-04,normal
R02528,BLD-D,科研实验楼D,lab,2026-03-20 21:00:00,458.7,11.16,139.24,367.75,7.2,12.1,9.3,44.9,13.3,FCU-D-04,abnormal
R02529,BLD-A,综合教学楼A,teaching,2026-03-21 00:00:00,206.55,8.91,67.98,202.71,6.6,11.0,8.7,49.3,2.4,AHU-A-01,normal
R02530,BLD-A,综合教学楼A,teaching,2026-03-21 03:00:00,227.0,9.29,75.54,228.04,6.5,11.0,8.8,43.4,4.1,AHU-A-01,normal
R02531,BLD-A,综合教学楼A,teaching,2026-03-21 06:00:00,314.51,9.51,95.84,240.55,7.2,12.7,10.2,41.8,22.5,AHU-A-01,abnormal
R02532,BLD-A,综合教学楼A,teaching,2026-03-21 09:00:00,267.56,9.64,88.62,252.58,6.8,12.6,13.5,49.4,32.8,AHU-A-01,normal
R02533,BLD-A,综合教学楼A,teaching,2026-03-21 12:00:00,259.58,9.68,86.06,245.98,7.1,12.0,15.8,45.3,41.1,AHU-A-01,normal
R02534,BLD-A,综合教学楼A,teaching,2026-03-21 15:00:00,252.43,9.62,83.54,242.07,6.7,10.9,16.5,53.2,41.1,AHU-A-01,normal
R02535,BLD-A,综合教学楼A,teaching,2026-03-21 18:00:00,216.34,9.19,71.51,202.11,6.9,12.1,13.3,49.4,45.2,AHU-A-01,normal
R02536,BLD-A,综合教学楼A,teaching,2026-03-21 21:00:00,227.66,9.33,75.83,243.81,6.9,12.3,9.2,41.7,2.6,AHU-A-01,normal
R02537,BLD-B,行政办公楼B,office,2026-03-21 00:00:00,210.14,7.61,69.45,214.73,6.6,12.0,9.0,45.9,4.4,CH-B-02,normal
R02538,BLD-B,行政办公楼B,office,2026-03-21 03:00:00,191.71,7.26,62.64,189.36,6.1,12.0,8.2,42.0,4.3,CH-B-02,normal
R02539,BLD-B,行政办公楼B,office,2026-03-21 06:00:00,199.14,7.33,64.97,183.99,7.4,12.2,10.3,50.3,30.2,CH-B-02,normal
R02540,BLD-B,行政办公楼B,office,2026-03-21 09:00:00,241.54,7.84,79.34,235.47,7.3,12.7,14.3,50.7,35.0,CH-B-02,normal
R02541,BLD-B,行政办公楼B,office,2026-03-21 12:00:00,234.66,7.92,77.26,227.88,6.2,11.1,17.2,58.6,42.7,CH-B-02,normal
R02542,BLD-B,行政办公楼B,office,2026-03-21 15:00:00,220.56,7.74,72.2,224.0,7.2,12.1,17.8,49.1,51.4,CH-B-02,normal
R02543,BLD-B,行政办公楼B,office,2026-03-21 18:00:00,189.18,7.33,61.71,175.82,7.3,12.4,13.4,44.0,48.8,CH-B-02,normal
R02544,BLD-B,行政办公楼B,office,2026-03-21 21:00:00,190.68,7.34,62.47,188.14,7.4,11.8,10.1,55.0,4.5,CH-B-02,normal
R02545,BLD-C,图书信息楼C,library,2026-03-21 00:00:00,275.79,8.44,87.58,261.52,6.5,12.2,9.7,46.7,8.8,CT-C-03,normal
R02546,BLD-C,图书信息楼C,library,2026-03-21 03:00:00,300.69,8.66,96.16,308.46,7.3,11.1,8.0,47.6,9.0,CT-C-03,normal
R02547,BLD-C,图书信息楼C,library,2026-03-21 06:00:00,314.16,8.79,100.44,284.68,7.3,11.0,10.4,46.1,53.5,CT-C-03,normal
R02548,BLD-C,图书信息楼C,library,2026-03-21 09:00:00,366.35,9.14,117.06,331.97,7.1,12.8,12.9,52.8,59.4,CT-C-03,normal
R02549,BLD-C,图书信息楼C,library,2026-03-21 12:00:00,359.22,9.29,115.27,330.39,7.0,12.1,16.3,58.9,68.4,CT-C-03,normal
R02550,BLD-C,图书信息楼C,library,2026-03-21 15:00:00,363.26,9.34,116.71,363.18,6.9,12.3,16.3,48.5,74.0,CT-C-03,normal
R02551,BLD-C,图书信息楼C,library,2026-03-21 18:00:00,297.67,8.77,95.11,284.74,6.3,11.5,13.4,45.6,82.7,CT-C-03,normal
R02552,BLD-C,图书信息楼C,library,2026-03-21 21:00:00,389.66,8.92,114.7,289.94,6.8,12.0,11.3,50.5,10.4,CT-C-03,abnormal
R02553,BLD-D,科研实验楼D,lab,2026-03-21 00:00:00,356.35,11.09,118.16,354.79,6.4,11.5,8.8,53.1,11.1,FCU-D-04,normal
R02554,BLD-D,科研实验楼D,lab,2026-03-21 03:00:00,499.07,11.45,152.45,368.89,6.4,11.0,7.6,52.2,12.7,FCU-D-04,abnormal
R02555,BLD-D,科研实验楼D,lab,2026-03-21 06:00:00,388.6,11.42,129.31,396.64,7.1,11.4,10.6,47.0,70.7,FCU-D-04,normal
R02556,BLD-D,科研实验楼D,lab,2026-03-21 09:00:00,466.44,12.09,155.78,454.12,7.3,12.6,13.7,47.5,72.6,FCU-D-04,normal
R02557,BLD-D,科研实验楼D,lab,2026-03-21 12:00:00,431.11,11.83,143.26,437.77,6.2,11.0,15.6,54.4,86.8,FCU-D-04,normal
R02558,BLD-D,科研实验楼D,lab,2026-03-21 15:00:00,416.51,11.75,138.17,443.92,7.5,12.2,16.7,54.2,94.1,FCU-D-04,normal
R02559,BLD-D,科研实验楼D,lab,2026-03-21 18:00:00,374.61,11.54,124.95,366.51,6.4,11.1,14.2,51.3,95,FCU-D-04,normal
R02560,BLD-D,科研实验楼D,lab,2026-03-21 21:00:00,381.26,11.45,127.4,396.25,6.2,11.8,9.0,48.3,9.6,FCU-D-04,normal
R02561,BLD-A,综合教学楼A,teaching,2026-03-22 00:00:00,217.9,9.09,72.12,209.21,6.9,12.4,8.3,52.4,3.2,AHU-A-01,normal
R02562,BLD-A,综合教学楼A,teaching,2026-03-22 03:00:00,223.62,9.18,74.19,213.13,6.4,11.0,8.0,47.8,4.2,AHU-A-01,normal
R02563,BLD-A,综合教学楼A,teaching,2026-03-22 06:00:00,236.87,9.3,78.54,226.37,6.9,12.0,9.3,44.8,28.8,AHU-A-01,normal
R02564,BLD-A,综合教学楼A,teaching,2026-03-22 09:00:00,256.07,9.5,84.48,243.07,6.2,12.3,14.1,54.2,28.9,AHU-A-01,normal
R02565,BLD-A,综合教学楼A,teaching,2026-03-22 12:00:00,273.44,9.95,91.25,280.13,6.3,12.0,16.3,57.5,36.8,AHU-A-01,normal
R02566,BLD-A,综合教学楼A,teaching,2026-03-22 15:00:00,266.06,9.94,88.77,266.36,7.2,12.7,17.7,59.9,43.2,AHU-A-01,normal
R02567,BLD-A,综合教学楼A,teaching,2026-03-22 18:00:00,233.5,9.6,78.02,229.79,6.4,11.5,14.6,47.9,47.3,AHU-A-01,normal
R02568,BLD-A,综合教学楼A,teaching,2026-03-22 21:00:00,204.31,8.95,67.34,200.38,7.3,11.5,10.1,44.2,3.3,AHU-A-01,normal
R02569,BLD-B,行政办公楼B,office,2026-03-22 00:00:00,208.08,7.55,68.65,197.51,7.3,11.3,8.6,42.2,4.8,CH-B-02,normal
R02570,BLD-B,行政办公楼B,office,2026-03-22 03:00:00,190.48,7.24,62.2,175.89,6.3,11.8,8.3,45.5,4.8,CH-B-02,normal
R02571,BLD-B,行政办公楼B,office,2026-03-22 06:00:00,211.43,7.51,69.41,207.29,7.2,12.5,10.0,50.7,31.6,CH-B-02,normal
R02572,BLD-B,行政办公楼B,office,2026-03-22 09:00:00,259.3,7.97,85.5,266.64,7.3,12.0,12.2,56.4,36.1,CH-B-02,normal
R02573,BLD-B,行政办公楼B,office,2026-03-22 12:00:00,242.79,7.95,80.02,252.69,6.1,12.2,15.8,58.5,37.0,CH-B-02,normal
R02574,BLD-B,行政办公楼B,office,2026-03-22 15:00:00,240.96,8.02,79.57,257.59,6.5,12.5,17.3,47.0,44.2,CH-B-02,normal
R02575,BLD-B,行政办公楼B,office,2026-03-22 18:00:00,192.48,7.38,62.9,202.41,6.2,12.4,13.3,54.4,56.3,CH-B-02,normal
R02576,BLD-B,行政办公楼B,office,2026-03-22 21:00:00,238.67,7.29,71.36,183.59,7.1,12.3,10.6,46.9,3.4,CH-B-02,abnormal
R02577,BLD-C,图书信息楼C,library,2026-03-22 00:00:00,282.91,8.55,90.16,277.88,6.4,11.2,10.0,42.9,10.8,CT-C-03,normal
R02578,BLD-C,图书信息楼C,library,2026-03-22 03:00:00,387.83,8.66,113.37,296.62,6.3,11.3,7.5,53.1,7.3,CT-C-03,abnormal
R02579,BLD-C,图书信息楼C,library,2026-03-22 06:00:00,323.51,8.84,103.57,321.23,6.6,11.8,9.3,41.5,53.5,CT-C-03,normal
R02580,BLD-C,图书信息楼C,library,2026-03-22 09:00:00,339.3,8.94,107.77,325.55,6.9,12.3,14.4,56.1,54.1,CT-C-03,normal
R02581,BLD-C,图书信息楼C,library,2026-03-22 12:00:00,376.18,9.46,121.22,360.7,6.1,12.7,15.9,45.9,65.7,CT-C-03,normal
R02582,BLD-C,图书信息楼C,library,2026-03-22 15:00:00,337.82,9.07,107.72,340.7,6.3,11.0,16.6,53.8,83.1,CT-C-03,normal
R02583,BLD-C,图书信息楼C,library,2026-03-22 18:00:00,320.42,9.09,103.28,314.68,6.7,12.7,13.8,54.8,80.9,CT-C-03,normal
R02584,BLD-C,图书信息楼C,library,2026-03-22 21:00:00,303.57,8.89,97.7,276.18,6.7,11.2,11.1,52.9,10.4,CT-C-03,normal
R02585,BLD-D,科研实验楼D,lab,2026-03-22 00:00:00,379.13,11.38,126.51,359.86,7.2,12.3,8.5,44.0,13.4,FCU-D-04,normal
R02586,BLD-D,科研实验楼D,lab,2026-03-22 03:00:00,346.1,10.99,114.5,360.23,6.2,12.6,9.4,52.9,11.3,FCU-D-04,normal
R02587,BLD-D,科研实验楼D,lab,2026-03-22 06:00:00,395.45,11.48,131.75,377.38,7.2,12.0,10.2,45.6,58.7,FCU-D-04,normal
R02588,BLD-D,科研实验楼D,lab,2026-03-22 09:00:00,466.85,12.14,156.07,475.61,6.8,12.6,14.2,44.6,71.0,FCU-D-04,normal
R02589,BLD-D,科研实验楼D,lab,2026-03-22 12:00:00,441.26,11.95,146.98,468.32,6.1,11.2,15.5,53.7,81.1,FCU-D-04,normal
R02590,BLD-D,科研实验楼D,lab,2026-03-22 15:00:00,432.76,12.04,144.42,430.63,7.1,11.4,17.6,54.5,95,FCU-D-04,normal
R02591,BLD-D,科研实验楼D,lab,2026-03-22 18:00:00,363.37,11.35,120.71,365.02,6.9,11.8,13.8,54.0,95,FCU-D-04,normal
R02592,BLD-D,科研实验楼D,lab,2026-03-22 21:00:00,328.27,10.86,108.25,309.19,6.1,11.9,11.0,44.3,9.6,FCU-D-04,normal
R02593,BLD-A,综合教学楼A,teaching,2026-03-23 00:00:00,228.47,9.23,75.24,229.64,7.2,12.3,10.7,51.2,7.9,AHU-A-01,normal
R02594,BLD-A,综合教学楼A,teaching,2026-03-23 03:00:00,272.47,9.77,91.01,289.32,7.3,11.8,7.5,52.9,3.4,AHU-A-01,normal
